Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
5,4294967295,1,47,aclnnInplaceNormal_DSARandomNormal_DSARandomNormal,DSARandomNormal,dynamic,DSA_SQE,1775885424228162.176	,3.021,0,0,0,NO,N/A,N/A,N/A,"""1,4096""",FLOAT,ND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,4294967295,608,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424269988.740	,1.300,66.340000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.716,2362,0.035,0.049,0.251,0.351,0.248,0.347,0.149,0.208,0.0,0.000
5,4294967295,609,47,aclnnRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1775885424270012.065	,1.180,21.950000,2,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583,1925,0.034,0.058,0.236,0.405,0.132,0.225,0.146,0.251,0.0,0.000
5,4294967295,612,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424270049.973	,1.360,36.820000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751,2477,0.035,0.047,0.267,0.356,0.255,0.34,0.155,0.207,0.0,0.000
5,4294967295,613,47,aclnnRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1775885424270060.135	,1.261,8.890000,2,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616,2032,0.034,0.055,0.249,0.405,0.136,0.221,0.158,0.257,0.0,0.000
5,4294967295,616,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424270111.647	,1.300,50.239000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765,2525,0.035,0.046,0.274,0.358,0.271,0.354,0.163,0.213,0.0,0.000
5,4294967295,617,47,aclnnRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1775885424270128.510	,1.181,15.450000,2,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.634,2092,0.034,0.054,0.287,0.453,0.135,0.214,0.153,0.242,0.0,0.000
5,4294967295,620,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424270187.903	,1.321,58.319000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743,2453,0.035,0.047,0.275,0.37,0.253,0.34,0.152,0.204,0.0,0.000
5,4294967295,621,47,aclnnRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1775885424270203.047	,1.200,13.679000,2,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614,2026,0.034,0.055,0.269,0.439,0.13,0.212,0.15,0.244,0.0,0.000
5,4294967295,624,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424270243.036	,1.340,38.800000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754,2488,0.035,0.047,0.272,0.36,0.257,0.34,0.159,0.211,0.0,0.000
5,4294967295,625,47,aclnnRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1775885424270265.020	,1.281,20.660000,2,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666,2197,0.034,0.051,0.294,0.442,0.138,0.208,0.162,0.244,0.0,0.000
5,4294967295,628,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424270311.931	,1.240,45.719000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742,2450,0.035,0.047,0.277,0.373,0.258,0.347,0.156,0.211,0.0,0.000
5,4294967295,629,47,aclnnRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1775885424270324.053	,1.101,10.760000,2,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584,1928,0.034,0.058,0.254,0.435,0.127,0.217,0.147,0.251,0.0,0.000
5,4294967295,632,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424270373.784	,1.281,48.649000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723,2386,0.035,0.049,0.256,0.354,0.247,0.342,0.154,0.213,0.0,0.000
5,4294967295,633,47,aclnnRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1775885424270394.009	,1.220,18.969000,2,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626,2066,0.034,0.054,0.27,0.432,0.132,0.21,0.156,0.25,0.0,0.000
5,4294967295,636,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424270442.359	,1.261,47.030000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742,2448,0.035,0.047,0.277,0.374,0.253,0.341,0.153,0.206,0.0,0.000
5,4294967295,637,47,aclnnRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1775885424270456.462	,1.141,12.989000,2,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,1885,0.034,0.059,0.241,0.422,0.128,0.224,0.142,0.248,0.0,0.000
5,4294967295,640,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424270507.814	,1.360,50.109000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744,2456,0.035,0.047,0.278,0.374,0.247,0.332,0.149,0.2,0.0,0.000
5,4294967295,641,47,aclnnRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1775885424270533.379	,1.241,24.390000,2,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627,2068,0.034,0.054,0.269,0.429,0.132,0.21,0.154,0.246,0.0,0.000
5,4294967295,644,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424270613.717	,1.320,79.009000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744,2455,0.035,0.047,0.261,0.351,0.263,0.354,0.159,0.214,0.0,0.000
5,4294967295,645,47,aclnnRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1775885424270637.182	,1.181,22.180000,2,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618,2039,0.034,0.055,0.273,0.442,0.136,0.221,0.145,0.234,0.0,0.000
5,4294967295,648,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424270717.180	,1.320,78.819000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728,2401,0.035,0.048,0.264,0.363,0.248,0.34,0.148,0.204,0.0,0.000
5,4294967295,649,47,aclnnRelu_Relu_Relu,Relu,dynamic,AI_VECTOR_CORE,1775885424270730.883	,1.220,12.430000,2,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.615,2031,0.034,0.055,0.266,0.432,0.131,0.213,0.149,0.242,0.0,0.000
5,4294967295,651,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271152.596	,1.340,420.280000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,2398,0.035,0.048,0.244,0.336,0.255,0.351,0.155,0.213,0.0,0.000
5,4294967295,652,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271155.656	,2.161,1.910000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.364,9003,0.285,0.209,0.28,0.205,0.128,0.094,0.151,0.111,0.19,0.000
5,4294967295,653,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271170.540	,1.440,12.589000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.873,2880,0.035,0.04,0.223,0.256,0.264,0.302,0.157,0.18,0.216,0.000
5,4294967295,654,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271184.723	,2.020,12.810000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,8250,0.285,0.228,0.203,0.162,0.129,0.103,0.146,0.117,0.18,0.000
5,4294967295,655,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271195.385	,1.340,8.730000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.752,2483,0.035,0.047,0.266,0.354,0.257,0.342,0.16,0.213,0.0,0.000
5,4294967295,656,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271208.728	,2.060,11.910000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.254,8278,0.285,0.228,0.194,0.155,0.126,0.1,0.152,0.121,0.187,0.000
5,4294967295,657,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271221.991	,1.360,11.190000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838,2764,0.035,0.042,0.21,0.251,0.248,0.296,0.15,0.179,0.184,0.000
5,4294967295,658,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271230.973	,1.780,7.640000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988,6519,0.285,0.289,0.227,0.23,0.124,0.125,0.148,0.15,0.117,0.000
5,4294967295,659,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271241.355	,1.220,8.470000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718,2369,0.035,0.049,0.252,0.35,0.254,0.354,0.154,0.214,0.0,0.000
5,4294967295,660,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271253.438	,1.760,11.030000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991,6538,0.285,0.288,0.248,0.251,0.121,0.122,0.142,0.143,0.121,0.000
5,4294967295,662,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271389.188	,1.560,133.990000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908,2997,0.035,0.039,0.218,0.24,0.254,0.28,0.155,0.171,0.215,0.000
5,4294967295,663,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271410.872	,1.841,19.940000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.052,6946,0.285,0.271,0.192,0.183,0.131,0.124,0.135,0.128,0.162,0.000
5,4294967295,666,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271459.603	,1.300,46.909000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.719,2374,0.035,0.049,0.256,0.356,0.248,0.345,0.148,0.206,0.0,0.000
5,4294967295,667,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271473.286	,2.061,12.450000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.257,8299,0.285,0.227,0.194,0.154,0.125,0.099,0.14,0.112,0.19,0.000
5,4294967295,670,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271535.840	,1.560,60.439000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911,3006,0.035,0.039,0.201,0.221,0.262,0.288,0.16,0.175,0.215,0.000
5,4294967295,671,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271546.002	,1.621,8.690000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.954,6296,0.285,0.299,0.236,0.247,0.13,0.136,0.147,0.154,0.109,0.000
5,4294967295,674,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271605.015	,1.401,57.379000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841,2776,0.035,0.042,0.372,0.442,0.254,0.302,0.152,0.18,0.0,0.000
5,4294967295,675,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271616.098	,1.720,9.599000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.943,6227,0.285,0.303,0.207,0.22,0.124,0.132,0.149,0.158,0.109,0.000
5,4294967295,678,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271678.031	,1.561,60.280000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918,3029,0.035,0.038,0.226,0.247,0.267,0.291,0.165,0.18,0.184,0.000
5,4294967295,679,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271702.097	,1.580,22.439000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942,6217,0.285,0.303,0.232,0.246,0.126,0.134,0.143,0.152,0.109,0.000
5,4294967295,682,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271737.324	,1.261,33.670000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722,2383,0.035,0.049,0.255,0.354,0.247,0.342,0.153,0.212,0.0,0.000
5,4294967295,683,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271748.947	,1.620,10.489000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.957,6316,0.285,0.298,0.23,0.24,0.125,0.13,0.143,0.149,0.109,0.000
5,4294967295,686,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271814.061	,1.421,63.380000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,2820,0.035,0.041,0.217,0.254,0.244,0.285,0.148,0.173,0.217,0.000
5,4294967295,687,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271825.064	,1.740,9.579000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967,6383,0.285,0.295,0.217,0.224,0.124,0.129,0.145,0.15,0.109,0.000
5,4294967295,690,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271889.078	,1.320,62.260000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768,2536,0.035,0.046,0.285,0.371,0.264,0.343,0.159,0.207,0.0,0.000
5,4294967295,691,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271891.798	,1.941,1.430000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,7456,0.285,0.253,0.362,0.321,0.124,0.11,0.136,0.12,0.105,0.000
5,4294967295,694,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424271954.112	,1.560,60.309000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911,3007,0.035,0.039,0.234,0.257,0.254,0.279,0.148,0.163,0.216,0.000
5,4294967295,695,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424271969.555	,1.641,13.940000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.948,6256,0.285,0.301,0.325,0.343,0.13,0.137,0.148,0.156,0.0,0.000
5,4294967295,698,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424272012.425	,1.320,41.359000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759,2504,0.035,0.046,0.271,0.357,0.268,0.353,0.162,0.214,0.0,0.000
5,4294967295,699,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424272026.528	,1.520,12.680000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885,5843,0.285,0.322,0.284,0.321,0.124,0.14,0.145,0.164,0.0,0.000
5,4294967295,702,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424272081.300	,1.500,53.230000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,2870,0.035,0.04,0.215,0.247,0.256,0.295,0.153,0.176,0.184,0.000
5,4294967295,703,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424272093.683	,1.720,11.000000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032,6808,0.285,0.277,0.408,0.395,0.129,0.125,0.155,0.15,0.0,0.000
5,4294967295,706,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424272158.717	,1.220,63.280000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724,2390,0.035,0.049,0.257,0.355,0.257,0.355,0.156,0.215,0.0,0.000
5,4294967295,707,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424272169.319	,1.521,9.280000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894,5898,0.285,0.319,0.296,0.331,0.12,0.135,0.145,0.162,0.0,0.000
5,4294967295,710,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424272268.681	,1.521,97.979000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.912,3009,0.035,0.039,0.237,0.26,0.251,0.275,0.158,0.174,0.215,0.000
5,4294967295,711,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424272292.546	,1.481,22.229000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895,5908,0.285,0.319,0.299,0.334,0.127,0.142,0.138,0.154,0.0,0.000
5,4294967295,714,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1775885424272367.943	,1.300,74.019000,2,0,NO,"""1,4096;1,4096""",FLOAT16;FLOAT16,ND;ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724,2389,0.035,0.049,0.257,0.355,0.247,0.341,0.15,0.207,0.0,0.000
5,4294967295,715,47,aclnnGelu_Gelu_Gelu,Gelu,dynamic,AI_VECTOR_CORE,1775885424272375.425	,1.620,6.200000,4,0,NO,"""1,4096""",FLOAT16,ND,"""1,4096""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982,6482,0.285,0.291,0.38,0.387,0.127,0.13,0.137,0.139,0.0,0.000
