Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
4,N/A,PROFILING_ENABLE,49,3,0.020,1775810564172755.826	,1775810564172755.846	
4,N/A,TASK_TIMEOUT_SET,49,4,228.075,1775810566733306.286	,1775810566733534.361	
4,N/A,MEMCPY_ASYNC,47,0,2.939,1775810566890241.790	,1775810566890244.730	
4,aclnnInplaceNormal_DSARandomNormal_DSARandomNormal,DSA_SQE,47,1,101.497,1775810566890438.966	,1775810566890540.464	
4,aclnnInplaceNormal_CastAiCore_Cast,AI_VECTOR_CORE,47,2,12.159,1775810566891565.404	,1775810566891577.564	
4,N/A,MEMCPY_ASYNC,47,3,2.919,1775810566891892.437	,1775810566891895.357	
4,aclnnInplaceNormal_DSARandomNormal_DSARandomNormal,DSA_SQE,47,4,99.918,1775810566891896.077	,1775810566891995.995	
4,aclnnInplaceNormal_CastAiCore_Cast,AI_VECTOR_CORE,47,5,5.859,1775810566891996.015	,1775810566892001.875	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,6,18.279,1775810566941988.356	,1775810566942006.636	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,7,15.679,1775810566942072.375	,1775810566942088.054	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,8,14.859,1775810566942098.494	,1775810566942113.354	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,9,14.759,1775810566942134.833	,1775810566942149.593	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,10,14.799,1775810566942154.053	,1775810566942168.853	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,11,14.999,1775810566942172.833	,1775810566942187.832	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,12,14.739,1775810566942229.651	,1775810566942244.391	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,13,14.839,1775810566942244.411	,1775810566942259.251	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,14,14.819,1775810566942402.208	,1775810566942417.028	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,15,15.419,1775810566942417.068	,1775810566942432.487	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,16,14.639,1775810566942637.623	,1775810566942652.263	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,17,14.499,1775810566942670.763	,1775810566942685.262	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,18,14.799,1775810566942690.362	,1775810566942705.162	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,19,15.019,1775810566942723.082	,1775810566942738.101	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,20,14.599,1775810566942755.701	,1775810566942770.301	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,21,14.499,1775810566942773.421	,1775810566942787.920	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,22,14.859,1775810566942790.020	,1775810566942804.880	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,23,14.859,1775810566942815.180	,1775810566942830.039	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,24,14.619,1775810566942830.179	,1775810566942844.799	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,25,14.479,1775810566942856.679	,1775810566942871.159	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,26,14.879,1775810566942871.639	,1775810566942886.518	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,27,14.599,1775810566942895.218	,1775810566942909.818	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,28,14.619,1775810566942911.158	,1775810566942925.778	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,29,14.519,1775810566942925.798	,1775810566942940.317	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,30,14.799,1775810566942940.357	,1775810566942955.157	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,31,14.879,1775810566942972.117	,1775810566942986.996	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,32,14.799,1775810566943000.396	,1775810566943015.196	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,33,14.799,1775810566943015.216	,1775810566943030.015	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,34,15.019,1775810566943030.035	,1775810566943045.055	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,35,15.119,1775810566943045.075	,1775810566943060.195	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,36,14.739,1775810566943060.215	,1775810566943074.955	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,37,15.239,1775810566943074.975	,1775810566943090.214	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,38,15.099,1775810566943090.234	,1775810566943105.334	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,39,15.079,1775810566943105.354	,1775810566943120.434	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,40,14.699,1775810566943120.454	,1775810566943135.153	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,41,14.739,1775810566943135.173	,1775810566943149.913	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,42,15.059,1775810566943149.933	,1775810566943164.993	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,43,15.019,1775810566943165.013	,1775810566943180.032	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,44,14.919,1775810566943180.052	,1775810566943194.972	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,45,14.639,1775810566943194.992	,1775810566943209.632	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,46,14.959,1775810566943209.672	,1775810566943224.632	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,47,15.039,1775810566943224.652	,1775810566943239.691	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,48,14.579,1775810566943239.731	,1775810566943254.311	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,49,14.539,1775810566943254.351	,1775810566943268.891	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,50,14.899,1775810566943268.911	,1775810566943283.810	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,51,14.719,1775810566943288.690	,1775810566943303.410	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,52,14.799,1775810566943303.430	,1775810566943318.230	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,53,14.639,1775810566943318.250	,1775810566943332.889	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,54,14.959,1775810566943332.909	,1775810566943347.869	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,55,14.899,1775810566943347.889	,1775810566943362.789	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,56,14.639,1775810566943362.809	,1775810566943377.449	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,57,14.659,1775810566943377.489	,1775810566943392.148	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,58,14.939,1775810566943392.168	,1775810566943407.108	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,59,14.759,1775810566943407.128	,1775810566943421.888	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,60,14.599,1775810566943421.908	,1775810566943436.507	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,61,14.779,1775810566943436.527	,1775810566943451.307	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,62,14.819,1775810566943457.507	,1775810566943472.327	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,63,14.799,1775810566943472.367	,1775810566943487.166	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,64,14.919,1775810566943491.806	,1775810566943506.726	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,65,14.699,1775810566943506.746	,1775810566943521.446	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,66,15.019,1775810566943522.106	,1775810566943537.125	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,67,14.759,1775810566943538.585	,1775810566943553.345	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,68,14.859,1775810566943553.365	,1775810566943568.225	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,69,14.719,1775810566943568.265	,1775810566943582.984	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,70,14.899,1775810566943583.004	,1775810566943597.904	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,71,15.059,1775810566943597.944	,1775810566943613.004	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,72,14.879,1775810566943613.024	,1775810566943627.904	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,73,14.879,1775810566943627.944	,1775810566943642.823	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,74,15.079,1775810566943642.843	,1775810566943657.923	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,75,15.099,1775810566943657.963	,1775810566943673.063	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,76,14.939,1775810566943673.083	,1775810566943688.022	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,77,14.979,1775810566943688.042	,1775810566943703.022	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,78,15.159,1775810566943703.042	,1775810566943718.202	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,79,15.039,1775810566943718.222	,1775810566943733.261	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,80,14.579,1775810566943733.281	,1775810566943747.861	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,81,14.619,1775810566943747.881	,1775810566943762.501	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,82,14.599,1775810566943762.521	,1775810566943777.121	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,83,14.919,1775810566943777.141	,1775810566943792.060	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,84,14.559,1775810566943792.100	,1775810566943806.660	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,85,14.599,1775810566943806.680	,1775810566943821.280	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,86,14.859,1775810566943821.300	,1775810566943836.159	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,87,14.819,1775810566943836.179	,1775810566943850.999	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,88,14.659,1775810566943851.019	,1775810566943865.679	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,89,14.759,1775810566943865.699	,1775810566943880.459	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,90,14.979,1775810566943880.479	,1775810566943895.458	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,91,14.659,1775810566943895.498	,1775810566943910.158	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,92,14.659,1775810566943910.178	,1775810566943924.838	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,93,14.659,1775810566943924.858	,1775810566943939.517	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,94,14.839,1775810566943939.537	,1775810566943954.377	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,95,14.799,1775810566943954.397	,1775810566943969.197	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,96,14.759,1775810566943969.237	,1775810566943983.996	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,97,14.779,1775810566943984.036	,1775810566943998.816	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,98,15.059,1775810566943998.836	,1775810566944013.896	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,99,14.919,1775810566944014.056	,1775810566944028.976	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,100,14.719,1775810566944028.996	,1775810566944043.715	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,101,14.879,1775810566944043.735	,1775810566944058.615	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,102,15.039,1775810566944058.635	,1775810566944073.675	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,103,14.999,1775810566944073.695	,1775810566944088.694	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,104,14.899,1775810566944099.194	,1775810566944114.094	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,105,14.899,1775810566944114.114	,1775810566944129.014	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,106,15.019,1775810566944129.054	,1775810566944144.073	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,107,15.039,1775810566944144.093	,1775810566944159.133	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,108,15.099,1775810566944159.153	,1775810566944174.253	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,109,14.919,1775810566944175.613	,1775810566944190.532	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,110,15.139,1775810566944190.552	,1775810566944205.692	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,111,14.999,1775810566944205.732	,1775810566944220.732	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,112,14.679,1775810566944220.752	,1775810566944235.431	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,113,14.499,1775810566944235.471	,1775810566944249.971	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,114,14.819,1775810566944249.991	,1775810566944264.811	
4,aclnnMm_MatMulCommon_MatMulV2,AI_CORE,47,115,14.879,1775810566944264.831	,1775810566944279.711	
4,N/A,MEMCPY_ASYNC,47,116,2.939,1775810566944855.219	,1775810566944858.159	
4,aclnnInplaceNormal_DSARandomNormal_DSARandomNormal,DSA_SQE,47,117,397.452,1775810566944890.038	,1775810566945287.490	
4,aclnnInplaceNormal_CastAiCore_Cast,AI_VECTOR_CORE,47,118,14.859,1775810566945287.510	,1775810566945302.370	
4,N/A,MEMCPY_ASYNC,47,119,2.919,1775810566945302.390	,1775810566945305.310	
4,aclnnInplaceNormal_DSARandomNormal_DSARandomNormal,DSA_SQE,47,120,1585.468,1775810566945306.210	,1775810566946891.678	
4,aclnnInplaceNormal_CastAiCore_Cast,AI_VECTOR_CORE,47,121,60.638,1775810566946891.698	,1775810566946952.337	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,122,162.476,1775810566953406.728	,1775810566953569.205	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,123,155.756,1775810566953569.225	,1775810566953724.982	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,124,154.156,1775810566953725.002	,1775810566953879.159	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,125,154.356,1775810566953879.179	,1775810566954033.536	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,126,155.776,1775810566954033.556	,1775810566954189.333	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,127,155.076,1775810566954189.353	,1775810566954344.429	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,128,154.636,1775810566954344.449	,1775810566954499.086	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,129,154.916,1775810566954499.106	,1775810566954654.023	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,130,155.276,1775810566954654.043	,1775810566954809.320	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,131,154.396,1775810566954809.340	,1775810566954963.737	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,132,154.536,1775810566955111.574	,1775810566955266.111	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,133,154.616,1775810566955266.151	,1775810566955420.768	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,134,155.596,1775810566955420.788	,1775810566955576.385	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,135,154.536,1775810566955576.405	,1775810566955730.942	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,136,154.516,1775810566955730.962	,1775810566955885.479	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,137,154.176,1775810566955885.499	,1775810566956039.676	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,138,153.296,1775810566956039.696	,1775810566956192.993	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,139,155.196,1775810566956193.013	,1775810566956348.209	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,140,154.576,1775810566956348.229	,1775810566956502.806	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,141,154.836,1775810566956502.826	,1775810566956657.663	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,142,154.816,1775810566956657.683	,1775810566956812.500	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,143,155.496,1775810566956812.540	,1775810566956968.037	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,144,155.156,1775810566956968.057	,1775810566957123.214	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,145,155.396,1775810566957123.234	,1775810566957278.631	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,146,152.816,1775810566957278.651	,1775810566957431.468	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,147,155.196,1775810566957431.488	,1775810566957586.685	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,148,155.676,1775810566957586.705	,1775810566957742.382	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,149,155.076,1775810566957742.402	,1775810566957897.478	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,150,155.276,1775810566957897.498	,1775810566958052.775	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,151,153.316,1775810566958052.815	,1775810566958206.132	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,152,154.796,1775810566958206.172	,1775810566958360.969	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,153,154.736,1775810566958360.989	,1775810566958515.726	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,154,155.336,1775810566958515.746	,1775810566958671.083	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,155,154.836,1775810566958671.103	,1775810566958825.940	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,156,154.776,1775810566958825.960	,1775810566958980.737	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,157,155.176,1775810566958980.777	,1775810566959135.954	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,158,153.136,1775810566959135.994	,1775810566959289.131	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,159,155.636,1775810566959289.151	,1775810566959444.788	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,160,154.996,1775810566959444.808	,1775810566959599.804	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,161,154.656,1775810566959599.824	,1775810566959754.481	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,162,155.696,1775810566959754.521	,1775810566959910.218	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,163,155.596,1775810566959910.238	,1775810566960065.835	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,164,155.156,1775810566960065.855	,1775810566960221.012	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,165,155.236,1775810566960221.032	,1775810566960376.269	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,166,155.116,1775810566960376.289	,1775810566960531.406	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,167,155.976,1775810566960531.446	,1775810566960687.423	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,168,154.436,1775810566960687.443	,1775810566960841.880	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,169,154.636,1775810566960841.900	,1775810566960996.537	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,170,153.136,1775810566960996.557	,1775810566961149.693	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,171,155.316,1775810566961149.713	,1775810566961305.030	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,172,155.576,1775810566961305.050	,1775810566961460.627	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,173,154.316,1775810566961460.647	,1775810566961614.964	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,174,154.676,1775810566961614.984	,1775810566961769.661	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,175,154.876,1775810566961769.681	,1775810566961924.558	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,176,154.636,1775810566961924.598	,1775810566962079.235	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,177,155.496,1775810566962079.255	,1775810566962234.752	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,178,157.096,1775810566962234.772	,1775810566962391.869	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,179,156.176,1775810566962391.889	,1775810566962548.066	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,180,155.956,1775810566962548.086	,1775810566962704.042	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,181,155.516,1775810566962704.062	,1775810566962859.579	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,182,155.636,1775810566962859.599	,1775810566963015.236	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,183,156.816,1775810566963015.256	,1775810566963172.073	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,184,155.116,1775810566963172.113	,1775810566963327.230	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,185,154.576,1775810566963327.250	,1775810566963481.827	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,186,155.596,1775810566963481.867	,1775810566963637.464	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,187,155.276,1775810566963637.484	,1775810566963792.761	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,188,155.056,1775810566963792.781	,1775810566963947.838	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,189,155.776,1775810566963947.858	,1775810566964103.634	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,190,155.896,1775810566964103.654	,1775810566964259.551	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,191,155.596,1775810566964259.591	,1775810566964415.188	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,192,154.076,1775810566964415.208	,1775810566964569.285	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,193,154.176,1775810566964569.305	,1775810566964723.482	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,194,155.216,1775810566964723.522	,1775810566964878.739	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,195,154.796,1775810566964878.779	,1775810566965033.576	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,196,155.276,1775810566965033.596	,1775810566965188.873	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,197,154.996,1775810566965188.893	,1775810566965343.890	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,198,155.236,1775810566965343.910	,1775810566965499.147	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,199,155.036,1775810566965499.167	,1775810566965654.203	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,200,154.536,1775810566965654.223	,1775810566965808.760	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,201,154.796,1775810566965808.780	,1775810566965963.577	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,202,154.636,1775810566965963.597	,1775810566966118.234	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,203,154.936,1775810566966118.254	,1775810566966273.191	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,204,154.756,1775810566966273.211	,1775810566966427.968	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,205,155.176,1775810566966427.988	,1775810566966583.165	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,206,155.576,1775810566966583.185	,1775810566966738.762	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,207,155.236,1775810566966738.782	,1775810566966894.019	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,208,155.676,1775810566966894.059	,1775810566967049.736	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,209,155.116,1775810566967049.756	,1775810566967204.872	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,210,154.836,1775810566967204.892	,1775810566967359.729	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,211,155.656,1775810566967359.749	,1775810566967515.406	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,212,156.076,1775810566967515.426	,1775810566967671.503	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,213,155.336,1775810566967671.523	,1775810566967826.860	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,214,155.956,1775810566967826.900	,1775810566967982.857	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,215,156.796,1775810566967982.877	,1775810566968139.674	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,216,154.036,1775810566968139.694	,1775810566968293.731	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,217,155.296,1775810566968293.751	,1775810566968449.048	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,218,155.076,1775810566968449.068	,1775810566968604.145	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,219,155.856,1775810566968604.165	,1775810566968760.021	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,220,155.436,1775810566968760.061	,1775810566968915.498	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,221,155.456,1775810566968915.518	,1775810566969070.975	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,222,155.216,1775810566969070.995	,1775810566969226.212	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,223,155.876,1775810566969226.232	,1775810566969382.109	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,224,154.956,1775810566969382.129	,1775810566969537.086	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,225,154.816,1775810566969537.106	,1775810566969691.923	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,226,155.836,1775810566969691.963	,1775810566969847.800	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,227,154.976,1775810566969847.840	,1775810566970002.817	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,228,154.576,1775810566970002.837	,1775810566970157.413	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,229,155.756,1775810566970157.433	,1775810566970313.190	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,230,155.596,1775810566970313.210	,1775810566970468.807	
4,aclnnMm_MatMulV3Common_MatMulV3,AI_CORE,47,231,155.456,1775810566970468.827	,1775810566970624.284	
