Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
4,4294967295,1,47,aclnnInplaceNormal_DSARandomNormal_DSARandomNormal,DSARandomNormal,dynamic,DSA_SQE,1775810566890438.966	,101.498,0,0,0,NO,N/A,N/A,N/A,"""1024,1024""",FLOAT,ND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,4294967295,2,47,aclnnInplaceNormal_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1775810566891565.404	,12.160,1025.002000,40,0,NO,"""1024,1024""",FLOAT,ND,"""1024,1024""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,607889,0.246,0.027,1.811,0.197,3.865,0.42,1.269,0.138,0.106,0.000
4,4294967295,4,47,aclnnInplaceNormal_DSARandomNormal_DSARandomNormal,DSARandomNormal,dynamic,DSA_SQE,1775810566891896.077	,99.918,318.340000,0,0,NO,N/A,N/A,N/A,"""1024,1024""",FLOAT,ND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,4294967295,5,47,aclnnInplaceNormal_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1775810566891996.015	,5.860,0.082000,40,0,NO,"""1024,1024""",FLOAT,ND,"""1024,1024""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.669,242131,0.24,0.065,0.847,0.231,2.507,0.683,1.327,0.362,0.0,0.000
4,4294967295,6,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566941988.356	,18.280,49986.390000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,16.274,429642,10.276,0.631,6.16,0.379,9.158,0.563,10.006,0.615,3.551,0.218,0.016,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.222
4,4294967295,7,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942072.375	,15.679,65.970000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,14.033,370468,10.244,0.73,6.442,0.459,9.221,0.657,9.961,0.71,3.616,0.258,0.004,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.601
4,4294967295,8,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942098.494	,14.860,10.321000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.413,354099,10.238,0.763,6.014,0.448,9.222,0.688,9.956,0.742,3.645,0.272,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.209
4,4294967295,9,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942134.833	,14.760,21.390000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.446,354976,10.239,0.761,6.021,0.448,9.239,0.687,9.95,0.74,3.674,0.273,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.878
4,4294967295,10,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942154.053	,14.800,4.490000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.487,356056,10.232,0.759,6.034,0.447,9.253,0.686,9.922,0.736,3.672,0.272,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.903
4,4294967295,11,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942172.833	,14.999,3.950000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.584,358609,10.232,0.753,6.153,0.453,9.268,0.682,9.96,0.733,3.646,0.268,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.451
4,4294967295,12,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942229.651	,14.740,42.001000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.391,353525,10.237,0.764,5.993,0.447,9.25,0.691,9.934,0.742,3.623,0.271,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.679
4,4294967295,13,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942244.411	,14.840,0.010000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.412,354068,10.231,0.763,6.012,0.448,9.272,0.691,9.998,0.745,3.648,0.272,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.300
4,4294967295,14,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942402.208	,14.820,142.910000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.596,358931,10.234,0.753,6.173,0.454,9.259,0.681,9.928,0.73,3.665,0.27,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.392
4,4294967295,15,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942417.068	,15.419,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.579,358480,10.235,0.754,6.134,0.452,9.277,0.683,9.967,0.734,3.678,0.271,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.452
4,4294967295,16,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942637.623	,14.640,205.081000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.343,352267,10.227,0.766,5.942,0.445,9.275,0.695,9.978,0.748,3.659,0.274,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.915
4,4294967295,17,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942670.763	,14.499,18.610000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.337,352109,10.23,0.767,5.921,0.444,9.28,0.696,9.963,0.747,3.656,0.274,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.591
4,4294967295,18,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942690.362	,14.800,5.001000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.461,355381,10.234,0.76,6.082,0.452,9.234,0.686,9.996,0.743,3.621,0.269,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.764
4,4294967295,19,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942723.082	,15.019,17.950000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.596,358942,10.232,0.753,6.15,0.452,9.255,0.681,9.978,0.734,3.655,0.269,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.422
4,4294967295,20,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942755.701	,14.600,17.731000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.404,353878,10.231,0.763,5.975,0.446,9.237,0.689,9.912,0.739,3.664,0.273,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.449
4,4294967295,21,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942773.421	,14.499,3.150000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.315,351525,10.235,0.769,5.934,0.446,9.259,0.695,9.981,0.75,3.65,0.274,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.469
4,4294967295,22,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942790.020	,14.860,2.001000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.459,355307,10.228,0.76,6.073,0.451,9.265,0.688,9.936,0.738,3.65,0.271,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.455
4,4294967295,23,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942815.180	,14.859,10.390000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.458,355296,10.238,0.761,6.073,0.451,9.241,0.687,9.982,0.742,3.63,0.27,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.458
4,4294967295,24,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942830.179	,14.620,0.141000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.342,352239,10.232,0.767,5.921,0.444,9.227,0.692,9.946,0.745,3.666,0.275,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.009
4,4294967295,25,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942856.679	,14.480,11.880000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.348,352400,10.235,0.767,5.92,0.444,9.208,0.69,9.9,0.742,3.641,0.273,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.749
4,4294967295,26,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942871.639	,14.879,0.520000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.489,356101,10.228,0.758,6.059,0.449,9.259,0.686,9.925,0.736,3.678,0.273,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.525
4,4294967295,27,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942895.218	,14.600,8.621000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.345,352303,10.228,0.766,5.912,0.443,9.242,0.693,9.964,0.747,3.606,0.27,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.122
4,4294967295,28,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942911.158	,14.620,1.400000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.265,350185,10.231,0.771,5.877,0.443,9.24,0.697,9.967,0.751,3.633,0.274,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.583
4,4294967295,29,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942925.798	,14.519,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.314,351492,10.238,0.769,5.902,0.443,9.213,0.692,9.892,0.743,3.653,0.274,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.361
4,4294967295,30,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942940.357	,14.800,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.506,356564,10.23,0.757,6.074,0.45,9.222,0.683,9.93,0.735,3.671,0.272,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.007
4,4294967295,31,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566942972.117	,14.879,16.950000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.492,356199,10.233,0.758,6.068,0.45,9.269,0.687,9.931,0.736,3.663,0.271,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.545
4,4294967295,32,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943000.396	,14.800,13.621000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.481,355907,10.229,0.759,6.076,0.451,9.229,0.685,9.923,0.736,3.658,0.271,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.872
4,4294967295,33,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943015.216	,14.799,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.495,356269,10.229,0.758,6.096,0.452,9.259,0.686,10.001,0.741,3.656,0.271,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.951
4,4294967295,34,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943030.035	,15.020,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.65,360357,10.228,0.749,6.274,0.46,9.281,0.68,9.937,0.728,3.668,0.269,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.702
4,4294967295,35,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943045.075	,15.120,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.725,362340,10.237,0.746,6.292,0.458,9.245,0.674,9.949,0.725,3.665,0.267,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.619
4,4294967295,36,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943060.215	,14.740,0.130000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.501,356429,10.228,0.758,6.092,0.451,9.257,0.686,9.95,0.737,3.678,0.272,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.276
4,4294967295,37,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943074.975	,15.239,0.010000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.578,358465,10.231,0.753,6.197,0.456,9.236,0.68,9.904,0.729,3.627,0.267,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.281
4,4294967295,38,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943090.234	,15.100,0.011000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.561,358009,10.232,0.754,6.177,0.456,9.22,0.68,9.935,0.733,3.626,0.267,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.846
4,4294967295,39,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943105.354	,15.080,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.641,360128,10.232,0.75,6.218,0.456,9.283,0.681,9.939,0.729,3.644,0.267,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.367
4,4294967295,40,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943120.454	,14.699,0.170000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.43,354550,10.23,0.762,6.035,0.449,9.266,0.69,9.916,0.738,3.628,0.27,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.093
4,4294967295,41,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943135.173	,14.740,0.051000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.454,355198,10.234,0.761,6.023,0.448,9.218,0.685,9.914,0.737,3.661,0.272,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.023
4,4294967295,42,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943149.933	,15.060,0.010000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.555,357844,10.233,0.755,6.135,0.453,9.221,0.68,9.94,0.733,3.66,0.27,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.004
4,4294967295,43,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943165.013	,15.019,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.519,356894,10.236,0.757,6.112,0.452,9.284,0.687,9.982,0.738,3.633,0.269,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.009
4,4294967295,44,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943180.052	,14.920,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.576,358395,10.238,0.754,6.161,0.454,9.26,0.682,9.975,0.735,3.626,0.267,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.791
4,4294967295,45,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943194.992	,14.640,0.080000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.414,354126,10.234,0.763,6.007,0.448,9.256,0.69,9.944,0.741,3.691,0.275,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.300
4,4294967295,46,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943209.672	,14.960,0.110000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.62,359568,10.229,0.751,6.197,0.455,9.251,0.679,9.913,0.728,3.665,0.269,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.834
4,4294967295,47,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943224.652	,15.039,0.040000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.492,356181,10.236,0.759,6.124,0.454,9.265,0.687,9.918,0.735,3.672,0.272,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.769
4,4294967295,48,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943239.731	,14.580,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.313,351465,10.238,0.769,5.915,0.444,9.253,0.695,9.97,0.749,3.627,0.272,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.048
4,4294967295,49,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943254.351	,14.540,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.39,353486,10.232,0.764,5.949,0.444,9.276,0.693,9.986,0.746,3.668,0.274,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.671
4,4294967295,50,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943268.911	,14.899,0.210000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.582,358553,10.233,0.753,6.147,0.453,9.242,0.681,9.923,0.731,3.679,0.271,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.926
4,4294967295,51,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943288.690	,14.720,4.851000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.524,357046,10.234,0.757,6.121,0.453,9.262,0.685,9.912,0.733,3.683,0.272,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.503
4,4294967295,52,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943303.430	,14.800,0.030000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.489,356111,10.237,0.759,6.074,0.45,9.256,0.686,9.97,0.739,3.634,0.269,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.914
4,4294967295,53,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943318.250	,14.639,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.274,350427,10.232,0.771,5.91,0.445,9.293,0.7,9.997,0.753,3.595,0.271,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.539
4,4294967295,54,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943332.909	,14.960,0.111000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.537,357383,10.234,0.756,6.079,0.449,9.243,0.683,9.916,0.732,3.67,0.271,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.392
4,4294967295,55,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943347.889	,14.900,0.040000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.564,358078,10.23,0.754,6.132,0.452,9.235,0.681,9.961,0.734,3.66,0.27,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.824
4,4294967295,56,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943362.809	,14.640,0.000000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.326,351817,10.23,0.768,5.912,0.444,9.259,0.695,9.943,0.746,3.671,0.275,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.822
4,4294967295,57,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943377.489	,14.659,0.110000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.367,352894,10.233,0.766,5.898,0.441,9.275,0.694,9.96,0.745,3.67,0.275,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.950
4,4294967295,58,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943392.168	,14.940,0.091000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.445,354955,10.233,0.761,6.031,0.449,9.287,0.691,9.981,0.742,3.647,0.271,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.996
4,4294967295,59,47,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1775810566943407.128	,14.760,0.060000,16,0,NO,"""1024,1024;1024,1024""",FLOAT16;FLOAT16,ND;ND,"""1024,1024""",FLOAT16,ND,N/A,13.455,355209,10.235,0.761,6.052,0.45,9.251,0.688,9.922,0.737,3.642,0.271,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.926
